X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key,Incident_Rate,People_Tested,People_Hospitalized,UID,ISO3
-86.31593104,31.72941803,21,Alabama,US,2020/11/12 18:27:28+00,31.72941803,-86.31593104,665,0,30,635,Crenshaw,01041,"Crenshaw, Alabama, US",4828.63781585826,,,84001041,USA
-86.8688803699999,34.1302030300001,22,Alabama,US,2020/11/12 18:27:28+00,34.13020303,-86.86888037,3454,0,30,3424,Cullman,01043,"Cullman, Alabama, US",4123.29290421163,,,84001043,USA
-85.61095742,31.43037123,23,Alabama,US,2020/11/12 18:27:28+00,31.43037123,-85.61095742,2111,0,55,2056,Dale,01045,"Dale, Alabama, US",4293.09363052143,,,84001045,USA
-87.1086671,32.3268810100001,24,Alabama,US,2020/11/12 18:27:28+00,32.32688101,-87.1086671,2025,0,28,1997,Dallas,01047,"Dallas, Alabama, US",5444.13377782557,,,84001047,USA
-85.80782906,34.4594686200001,25,Alabama,US,2020/11/12 18:27:28+00,34.45946862,-85.80782906,4057,0,34,4023,DeKalb,01049,"DeKalb, Alabama, US",5673.09440241634,,,84001049,USA
-86.1441528399999,32.59785413,26,Alabama,US,2020/11/12 18:27:28+00,32.59785413,-86.14415284,3544,0,60,3484,Elmore,01051,"Elmore, Alabama, US",4364.04831976751,,,84001051,USA
-87.15918694,31.1256789,27,Alabama,US,2020/11/12 18:27:28+00,31.1256789,-87.15918694,1847,0,31,1816,Escambia,01053,"Escambia, Alabama, US",5041.90211011929,,,84001053,USA
-86.04051873,34.04567266,28,Alabama,US,2020/11/12 18:27:28+00,34.04567266,-86.04051873,5087,0,60,5027,Etowah,01055,"Etowah, Alabama, US",4974.18547346188,,,84001055,USA
-87.73886638,33.72076938,29,Alabama,US,2020/11/12 18:27:28+00,33.72076938,-87.73886638,702,0,15,687,Fayette,01057,"Fayette, Alabama, US",4306.22009569378,,,84001057,USA
-87.84289505,34.4423533400001,30,Alabama,US,2020/11/12 18:27:28+00,34.44235334,-87.84289505,2286,0,33,2253,Franklin,01059,"Franklin, Alabama, US",7289.07595178879,,,84001059,USA
-85.83572839,31.09389027,31,Alabama,US,2020/11/12 18:27:28+00,31.09389027,-85.83572839,1065,0,8,1057,Geneva,01061,"Geneva, Alabama, US",4053.89973735297,,,84001061,USA
-87.9568402199999,32.8550424700001,32,Alabama,US,2020/11/12 18:27:28+00,32.85504247,-87.95684022,364,0,17,347,Greene,01063,"Greene, Alabama, US",4487.73270866724,,,84001063,USA
-87.63284988,32.76039258,33,Alabama,US,2020/11/12 18:27:28+00,32.76039258,-87.63284988,847,0,30,817,Hale,01065,"Hale, Alabama, US",5781.17534639274,,,84001065,USA
-85.24267944,31.5114801600001,34,Alabama,US,2020/11/12 18:27:28+00,31.51148016,-85.24267944,799,0,6,793,Henry,01067,"Henry, Alabama, US",4643.99883754722,,,84001067,USA
-85.2993959899999,31.1519792400001,35,Alabama,US,2020/11/12 18:27:28+00,31.15197924,-85.29939599,4631,0,36,4595,Houston,01069,"Houston, Alabama, US",4373.73680134489,,,84001069,USA
-85.99750489,34.7814416900001,36,Alabama,US,2020/11/12 18:27:28+00,34.78144169,-85.99750489,2595,0,23,2572,Jackson,01071,"Jackson, Alabama, US",5026.53701623213,,,84001071,USA
-86.895063,33.55554728,37,Alabama,US,2020/11/12 18:27:28+00,33.55554728,-86.895063,26813,0,454,26359,Jefferson,01073,"Jefferson, Alabama, US",4071.37857154788,,,84001073,USA
-88.09668032,33.7799502400001,38,Alabama,US,2020/11/12 18:27:28+00,33.77995024,-88.09668032,576,0,7,569,Lamar,01075,"Lamar, Alabama, US",4172.40130387541,,,84001075,USA
-87.65624729,34.90171875,39,Alabama,US,2020/11/12 18:27:28+00,34.90171875,-87.65624729,3140,0,49,3091,Lauderdale,01077,"Lauderdale, Alabama, US",3386.21143331644,,,84001077,USA
-87.31069453,34.5204149800001,40,Alabama,US,2020/11/12 18:27:28+00,34.52041498,-87.31069453,1037,0,35,1002,Lawrence,01079,"Lawrence, Alabama, US",3149.67804640991,,,84001079,USA
-85.3513224599999,32.6015488300001,41,Alabama,US,2020/11/12 18:27:28+00,32.60154883,-85.35132246,7043,0,65,6978,Lee,01081,"Lee, Alabama, US",4280.36610713374,,,84001081,USA
-86.98310072,34.81185586,42,Alabama,US,2020/11/12 18:27:28+00,34.81185586,-86.98310072,3512,0,38,3474,Limestone,01083,"Limestone, Alabama, US",3550.52317646464,,,84001083,USA
-86.65158371,32.1597283,43,Alabama,US,2020/11/12 18:27:28+00,32.1597283,-86.65158371,753,0,29,724,Lowndes,01085,"Lowndes, Alabama, US",7742.13448488587,,,84001085,USA
-85.69267724,32.38759944,44,Alabama,US,2020/11/12 18:27:28+00,32.38759944,-85.69267724,630,0,20,610,Macon,01087,"Macon, Alabama, US",3486.82754040292,,,84001087,USA
-86.5506963299999,34.7632713300001,45,Alabama,US,2020/11/12 18:27:28+00,34.76327133,-86.55069633,10806,0,117,10689,Madison,01089,"Madison, Alabama, US",2897.75789803947,,,84001089,USA
-87.78796182,32.2476763400001,46,Alabama,US,2020/11/12 18:27:28+00,32.24767634,-87.78796182,1116,0,24,1092,Marengo,01091,"Marengo, Alabama, US",5916.34416582728,,,84001091,USA
-87.88704173,34.1369736300001,47,Alabama,US,2020/11/12 18:27:28+00,34.13697363,-87.88704173,1243,0,33,1210,Marion,01093,"Marion, Alabama, US",4183.91733144838,,,84001093,USA
-86.30486727,34.36975964,48,Alabama,US,2020/11/12 18:27:28+00,34.36975964,-86.30486727,5066,0,53,5013,Marshall,01095,"Marshall, Alabama, US",5234.87713642094,,,84001095,USA
-88.2084240899999,30.7847234700001,49,Alabama,US,2020/11/12 18:27:28+00,30.78472347,-88.20842409,18228,0,334,17894,Mobile,01097,"Mobile, Alabama, US",4411.3162798577,,,84001097,USA
-87.36995001,31.56729412,50,Alabama,US,2020/11/12 18:27:28+00,31.56729412,-87.36995001,713,0,10,703,Monroe,01099,"Monroe, Alabama, US",3438.96204119037,,,84001099,USA
-86.20969272,32.2206831,51,Alabama,US,2020/11/12 18:27:28+00,32.2206831,-86.20969272,11375,0,221,11154,Montgomery,01101,"Montgomery, Alabama, US",5022.38548961084,,,84001101,USA
-86.85475946,34.4550058900001,52,Alabama,US,2020/11/12 18:27:28+00,34.45500589,-86.85475946,5157,0,41,5116,Morgan,01103,"Morgan, Alabama, US",4309.0266462788,,,84001103,USA
-87.29770589,32.6404834100001,54,Alabama,US,2020/11/12 18:27:28+00,32.64048341,-87.29770589,631,0,6,625,Perry,01105,"Perry, Alabama, US",7071.61268631626,,,84001105,USA
-88.08818103,33.28094866,55,Alabama,US,2020/11/12 18:27:28+00,33.28094866,-88.08818103,1040,0,18,1022,Pickens,01107,"Pickens, Alabama, US",5218.26392373307,,,84001107,USA
-85.9408295,31.80396383,56,Alabama,US,2020/11/12 18:27:28+00,31.80396383,-85.9408295,1461,0,14,1447,Pike,01109,"Pike, Alabama, US",4412.03116506614,,,84001109,USA
-85.45708831,33.2952673400001,57,Alabama,US,2020/11/12 18:27:28+00,33.29526734,-85.45708831,912,0,19,893,Randolph,01111,"Randolph, Alabama, US",4013.73118563507,,,84001111,USA
-85.1841532399999,32.2872525600001,58,Alabama,US,2020/11/12 18:27:28+00,32.28725256,-85.18415324,2033,0,3,2030,Russell,01113,"Russell, Alabama, US",3507.53092596746,,,84001113,USA
-86.66232561,33.2687984500001,59,Alabama,US,2020/11/12 18:27:28+00,33.26879845,-86.66232561,8635,0,73,8562,Shelby,01117,"Shelby, Alabama, US",3966.43117656246,,,84001117,USA
-86.3102937199999,33.71902176,60,Alabama,US,2020/11/12 18:27:28+00,33.71902176,-86.31029372,3613,0,54,3559,St. Clair,01115,"St. Clair, Alabama, US",4036.33032442578,,,84001115,USA
-88.19916205,32.5911739700001,61,Alabama,US,2020/11/12 18:27:28+00,32.59117397,-88.19916205,517,0,21,496,Sumter,01119,"Sumter, Alabama, US",4160.29612939567,,,84001119,USA
-86.16886178,33.37823223,62,Alabama,US,2020/11/12 18:27:28+00,33.37823223,-86.16886178,3045,0,40,3005,Talladega,01121,"Talladega, Alabama, US",3807.29700667684,,,84001121,USA
-85.79833053,32.8669825800001,63,Alabama,US,2020/11/12 18:27:28+00,32.86698258,-85.79833053,1542,0,87,1455,Tallapoosa,01123,"Tallapoosa, Alabama, US",3819.95194094186,,,84001123,USA
-87.5255681799999,33.2872607200001,64,Alabama,US,2020/11/12 18:27:28+00,33.28726072,-87.52556818,11440,0,147,11293,Tuscaloosa,01125,"Tuscaloosa, Alabama, US",5464.40256979771,,,84001125,USA
-87.3002717699999,33.80270512,66,Alabama,US,2020/11/12 18:27:28+00,33.80270512,-87.30027177,3203,0,96,3107,Walker,01127,"Walker, Alabama, US",5042.42691393397,,,84001127,USA
-88.20689944,31.4092794,67,Alabama,US,2020/11/12 18:27:28+00,31.4092794,-88.20689944,852,0,12,840,Washington,01129,"Washington, Alabama, US",5218.66960676222,,,84001129,USA
-87.3089111799999,31.9877321500001,68,Alabama,US,2020/11/12 18:27:28+00,31.98773215,-87.30891118,597,0,12,585,Wilcox,01131,"Wilcox, Alabama, US",5755.32632796684,,,84001131,USA
-87.37325922,34.15030532,69,Alabama,US,2020/11/12 18:27:28+00,34.15030532,-87.37325922,1082,0,21,1061,Winston,01133,"Winston, Alabama, US",4579.11887934318,,,84001133,USA
-161.9722021,55.3222241400001,70,Alaska,US,2020/11/12 18:27:28+00,55.32222414,-161.9722021,20,0,0,20,Aleutians East,02013,"Aleutians East, Alaska, US",599.340725202277,,,84002013,USA
-174.1596,52.3233,71,Alaska,US,2020/11/12 18:27:28+00,52.3233,-174.1596,104,0,0,104,Aleutians West,02016,"Aleutians West, Alaska, US",1845.93539226127,,,84002016,USA
-149.1426986,61.14998174,72,Alaska,US,2020/11/12 18:27:28+00,61.14998174,-149.1426986,10922,0,58,10864,Anchorage,02020,"Anchorage, Alaska, US",3792.36111111111,,,84002020,USA
-159.8561831,60.9098045100001,73,Alaska,US,2020/11/12 18:27:28+00,60.90980451,-159.8561831,829,0,1,828,Bethel,02050,"Bethel, Alaska, US",4508.86544109649,,,84002050,USA
-156.2140589,58.6240333700001,75,Alaska,US,2020/11/12 18:27:28+00,58.62403337,-156.2140589,122,0,0,122,Bristol Bay plus Lake and Peninsula,02164,"Bristol Bay plus Lake and Peninsula, Alaska, US",3034.82587064677,,,84002164,USA
-150.0076108,63.6726404400001,76,Alaska,US,2020/11/12 18:27:28+00,63.67264044,-150.0076108,37,0,0,37,Denali,02068,"Denali, Alaska, US",1764.42536957558,,,84002068,USA
-158.2381942,59.79603738,77,Alaska,US,2020/11/12 18:27:28+00,59.79603738,-158.2381942,77,0,0,77,Dillingham,02070,"Dillingham, Alaska, US",1566.31407648495,,,84002070,USA
-146.5692662,64.8072624700001,78,Alaska,US,2020/11/12 18:27:28+00,64.80726247,-146.5692662,2635,0,17,2618,Fairbanks North Star,02090,"Fairbanks North Star, Alaska, US",2720.73020888187,,,84002090,USA
-135.4679843,59.09893571,79,Alaska,US,2020/11/12 18:27:28+00,59.09893571,-135.4679843,15,0,0,15,Haines,02100,"Haines, Alaska, US",592.885375494071,,,84002100,USA
-134.200436,58.4503181100001,80,Alaska,US,2020/11/12 18:27:28+00,58.45031811,-134.200436,685,0,4,681,Juneau,02110,"Juneau, Alaska, US",2142.36567210859,,,84002110,USA
-151.5388884,60.2442972200001,81,Alaska,US,2020/11/12 18:27:28+00,60.24429722,-151.5388884,1517,0,5,1512,Kenai Peninsula,02122,"Kenai Peninsula, Alaska, US",2583.97492675615,,,84002122,USA
-130.975561,55.5744500800001,82,Alaska,US,2020/11/12 18:27:28+00,55.57445008,-130.975561,152,0,0,152,Ketchikan Gateway,02130,"Ketchikan Gateway, Alaska, US",1093.44651463923,,,84002130,USA
-153.7493579,57.65529415,83,Alaska,US,2020/11/12 18:27:28+00,57.65529415,-153.7493579,150,0,0,150,Kodiak Island,02150,"Kodiak Island, Alaska, US",1154.02369595322,,,84002150,USA
-163.3967883,62.1542916,84,Alaska,US,2020/11/12 18:27:28+00,62.1542916,-163.3967883,349,0,0,349,Kusilvak,02158,"Kusilvak, Alaska, US",4197.73875390907,,,84002158,USA
-149.5741743,62.31305045,85,Alaska,US,2020/11/12 18:27:28+00,62.31305045,-149.5741743,2128,0,5,2123,Matanuska-Susitna,02170,"Matanuska-Susitna, Alaska, US",1964.60389412558,,,84002170,USA
-164.0353804,64.90320724,86,Alaska,US,2020/11/12 18:27:28+00,64.90320724,-164.0353804,156,0,0,156,Nome,02180,"Nome, Alaska, US",1559.3762495002,,,84002180,USA
-153.4836093,69.3147921600001,87,Alaska,US,2020/11/12 18:27:28+00,69.31479216,-153.4836093,355,0,0,355,North Slope,02185,"North Slope, Alaska, US",3610.6590724166,,,84002185,USA
-159.7503946,67.04919196,88,Alaska,US,2020/11/12 18:27:28+00,67.04919196,-159.7503946,298,0,0,298,Northwest Arctic,02188,"Northwest Arctic, Alaska, US",3910.24799895027,,,84002188,USA
-132.9540995,57.13978948,89,Alaska,US,2020/11/12 18:27:28+00,57.13978948,-132.9540995,21,0,1,20,Petersburg,02195,"Petersburg, Alaska, US",642.988364972443,,,84002195,USA
-133.0511621,55.7626198400001,90,Alaska,US,2020/11/12 18:27:28+00,55.76261984,-133.0511621,42,0,1,41,Prince of Wales-Hyder,02198,"Prince of Wales-Hyder, Alaska, US",677.091729808157,,,84002198,USA
-135.3206587,57.24124555,91,Alaska,US,2020/11/12 18:27:28+00,57.24124555,-135.3206587,107,0,0,107,Sitka,02220,"Sitka, Alaska, US",1259.8610620511,,,84002220,USA
-135.3337748,59.56149996,92,Alaska,US,2020/11/12 18:27:28+00,59.56149996,-135.3337748,7,0,0,7,Skagway,02230,"Skagway, Alaska, US",591.715976331361,,,84002230,USA
-143.2127643,63.8769209500001,93,Alaska,US,2020/11/12 18:27:28+00,63.87692095,-143.2127643,125,0,1,124,Southeast Fairbanks,02240,"Southeast Fairbanks, Alaska, US",1813.43391846801,,,84002240,USA
,,94,Alaska,US,2020/11/12 18:27:28+00,,,81,0,0,81,Unassigned,90002,"Unassigned, Alaska, US",,,,84090002,USA
-144.7126799,61.47502768,95,Alaska,US,2020/11/12 18:27:28+00,61.47502768,-144.7126799,207,0,1,206,Valdez-Cordova,02261,"Valdez-Cordova, Alaska, US",2249.51097587481,,,84002261,USA
-132.0583731,56.3202004,96,Alaska,US,2020/11/12 18:27:28+00,56.3202004,-132.0583731,19,0,0,19,Wrangell,02275,"Wrangell, Alaska, US",759.392486011191,,,84002275,USA
-140.3601451,59.8909808,97,Alaska,US,2020/11/12 18:27:28+00,59.8909808,-140.3601451,39,0,0,39,Yakutat,02282,"Yakutat, Alaska, US",6735.75129533679,,,84002282,USA
-151.3907387,65.5081545900001,98,Alaska,US,2020/11/12 18:27:28+00,65.50815459,-151.3907387,132,0,2,130,Yukon-Koyukuk,02290,"Yukon-Koyukuk, Alaska, US",2523.90057361377,,,84002290,USA
-109.4892383,35.3946500600001,99,Arizona,US,2020/11/12 18:27:28+00,35.39465006,-109.4892383,4241,0,187,4054,Apache,04001,"Apache, Arizona, US",5899.53677299094,,,84004001,USA
-109.7516088,31.87934684,100,Arizona,US,2020/11/12 18:27:28+00,31.87934684,-109.7516088,2539,0,76,2463,Cochise,04003,"Cochise, Arizona, US",2016.32756785947,,,84004003,USA
-111.7707178,35.8388342900001,101,Arizona,US,2020/11/12 18:27:28+00,35.83883429,-111.7707178,6035,0,153,5882,Coconino,04005,"Coconino, Arizona, US",4206.2784019627,,,84004005,USA
-110.8132779,33.80190085,102,Arizona,US,2020/11/12 18:27:28+00,33.80190085,-110.8132779,2244,0,77,2167,Gila,04007,"Gila, Arizona, US",4154.17083194491,,,84004007,USA
-109.8882178,32.9316688500001,103,Arizona,US,2020/11/12 18:27:28+00,32.93166885,-109.8882178,1533,0,31,1502,Graham,04009,"Graham, Arizona, US",3947.26678167727,,,84004009,USA
-109.2405279,33.21498827,104,Arizona,US,2020/11/12 18:27:28+00,33.21498827,-109.2405279,120,0,2,118,Greenlee,04011,"Greenlee, Arizona, US",1263.42387871131,,,84004011,USA
-113.9810029,33.72854224,105,Arizona,US,2020/11/12 18:27:28+00,33.72854224,-113.9810029,665,0,18,647,La Paz,04012,"La Paz, Arizona, US",3150.46427894637,,,84004012,USA
-112.4918154,33.34835867,106,Arizona,US,2020/11/12 18:27:28+00,33.34835867,-112.4918154,170207,0,3747,166460,Maricopa,04013,"Maricopa, Arizona, US",3794.67759274841,,,84004013,USA
-113.7577902,35.70471703,107,Arizona,US,2020/11/12 18:27:28+00,35.70471703,-113.7577902,4876,0,242,4634,Mohave,04015,"Mohave, Arizona, US",2298.03799586202,,,84004015,USA
-110.3218983,35.3997715,108,Arizona,US,2020/11/12 18:27:28+00,35.3997715,-110.3218983,6929,0,260,6669,Navajo,04017,"Navajo, Arizona, US",6246.61930691284,,,84004017,USA
-111.7890033,32.0971334,110,Arizona,US,2020/11/12 18:27:28+00,32.0971334,-111.7890033,31204,0,669,30535,Pima,04019,"Pima, Arizona, US",2979.5307649633,,,84004019,USA
-111.3449483,32.9052562700001,111,Arizona,US,2020/11/12 18:27:28+00,32.90525627,-111.3449483,13133,0,234,12899,Pinal,04021,"Pinal, Arizona, US",2837.79432959729,,,84004021,USA
-110.8479088,31.5250899800001,112,Arizona,US,2020/11/12 18:27:28+00,31.52508998,-110.8479088,3187,0,66,3121,Santa Cruz,04023,"Santa Cruz, Arizona, US",6854.05823906405,,,84004023,USA
-112.5538588,34.5993392600001,114,Arizona,US,2020/11/12 18:27:28+00,34.59933926,-112.5538588,3407,0,101,3306,Yavapai,04025,"Yavapai, Arizona, US",1449.17672980319,,,84004025,USA
-113.9066674,32.76895712,115,Arizona,US,2020/11/12 18:27:28+00,32.76895712,-113.9066674,14843,0,365,14478,Yuma,04027,"Yuma, Arizona, US",6942.89175674854,,,84004027,USA
-91.37277296,34.2914515100001,116,Arkansas,US,2020/11/12 18:27:28+00,34.29145151,-91.37277296,798,0,20,778,Arkansas,05001,"Arkansas, Arkansas, US",4563.65092073659,,,84005001,USA
-91.7698471,33.1915346100001,117,Arkansas,US,2020/11/12 18:27:28+00,33.19153461,-91.7698471,632,0,13,619,Ashley,05003,"Ashley, Arkansas, US",3215.13964491021,,,84005003,USA
-92.3378287199999,36.2878438500001,118,Arkansas,US,2020/11/12 18:27:28+00,36.28784385,-92.33782872,997,0,15,982,Baxter,05005,"Baxter, Arkansas, US",2377.65906706096,,,84005005,USA
-94.2568081699999,36.3364465600001,119,Arkansas,US,2020/11/12 18:27:28+00,36.33644656,-94.25680817,9838,0,133,9705,Benton,05007,"Benton, Arkansas, US",3524.38373438513,,,84005007,USA
-93.09374925,36.3084504,120,Arkansas,US,2020/11/12 18:27:28+00,36.3084504,-93.09374925,1262,0,40,1222,Boone,05009,"Boone, Arkansas, US",3371.44689036119,,,84005009,USA
-92.15980837,33.4675580800001,121,Arkansas,US,2020/11/12 18:27:28+00,33.46755808,-92.15980837,388,0,8,380,Bradley,05011,"Bradley, Arkansas, US",3604.94285979745,,,84005011,USA
-92.49974403,33.5559879200001,122,Arkansas,US,2020/11/12 18:27:28+00,33.55598792,-92.49974403,91,0,0,91,Calhoun,05013,"Calhoun, Arkansas, US",1753.70977066872,,,84005013,USA
-93.5427026099999,36.3403856,123,Arkansas,US,2020/11/12 18:27:28+00,36.3403856,-93.54270261,1128,0,20,1108,Carroll,05015,"Carroll, Arkansas, US",3974.63002114165,,,84005015,USA
-91.29539209,33.2645897300001,124,Arkansas,US,2020/11/12 18:27:28+00,33.26458973,-91.29539209,1069,0,23,1046,Chicot,05017,"Chicot, Arkansas, US",10565.3291164262,,,84005017,USA
-93.17484713,34.0461343200001,125,Arkansas,US,2020/11/12 18:27:28+00,34.04613432,-93.17484713,639,0,6,633,Clark,05019,"Clark, Arkansas, US",2862.90322580645,,,84005019,USA
-90.4148172,36.3682621200001,126,Arkansas,US,2020/11/12 18:27:28+00,36.36826212,-90.4148172,590,0,17,573,Clay,05021,"Clay, Arkansas, US",4054.70414404508,,,84005021,USA
-92.0264001899999,35.53864922,127,Arkansas,US,2020/11/12 18:27:28+00,35.53864922,-92.02640019,563,0,18,545,Cleburne,05023,"Cleburne, Arkansas, US",2259.3201974397,,,84005023,USA
-92.1853704499999,33.89723187,128,Arkansas,US,2020/11/12 18:27:28+00,33.89723187,-92.18537045,285,0,13,272,Cleveland,05025,"Cleveland, Arkansas, US",3582.20211161388,,,84005025,USA
-93.2264279299999,33.2123070100001,129,Arkansas,US,2020/11/12 18:27:28+00,33.21230701,-93.22642793,832,0,22,810,Columbia,05027,"Columbia, Arkansas, US",3546.91563286013,,,84005027,USA
-92.7050656599999,35.26205537,130,Arkansas,US,2020/11/12 18:27:28+00,35.26205537,-92.70506566,427,0,4,423,Conway,05029,"Conway, Arkansas, US",2048.35460040295,,,84005029,USA
-90.63235729,35.8301828300001,131,Arkansas,US,2020/11/12 18:27:28+00,35.83018283,-90.63235729,5698,0,58,5640,Craighead,05031,"Craighead, Arkansas, US",5164.41286299532,,,84005031,USA
-94.2446814,35.5892860100001,132,Arkansas,US,2020/11/12 18:27:28+00,35.58928601,-94.2446814,2477,0,33,2444,Crawford,05033,"Crawford, Arkansas, US",3915.77216750715,,,84005033,USA
-90.30839406,35.2124731800001,133,Arkansas,US,2020/11/12 18:27:28+00,35.21247318,-90.30839406,2791,0,53,2738,Crittenden,05035,"Crittenden, Arkansas, US",5820.03962047753,,,84005035,USA
-90.77185818,35.2963139600001,134,Arkansas,US,2020/11/12 18:27:28+00,35.29631396,-90.77185818,648,0,23,625,Cross,05037,"Cross, Arkansas, US",3946.64717705098,,,84005037,USA
-92.65167437,33.9704276300001,135,Arkansas,US,2020/11/12 18:27:28+00,33.97042763,-92.65167437,207,0,6,201,Dallas,05039,"Dallas, Arkansas, US",2953.34569838779,,,84005039,USA
-91.25500948,33.8301102500001,136,Arkansas,US,2020/11/12 18:27:28+00,33.83011025,-91.25500948,465,0,8,457,Desha,05041,"Desha, Arkansas, US",4092.94956429892,,,84005041,USA
-91.7177792099999,33.5903500100001,137,Arkansas,US,2020/11/12 18:27:28+00,33.59035001,-91.71777921,483,0,7,476,Drew,05043,"Drew, Arkansas, US",2651.07854437675,,,84005043,USA
-92.33717519,35.1471900700001,138,Arkansas,US,2020/11/12 18:27:28+00,35.14719007,-92.33717519,3871,0,44,3827,Faulkner,05045,"Faulkner, Arkansas, US",3072.05155269152,,,84005045,USA
-93.89299569,35.51202821,139,Arkansas,US,2020/11/12 18:27:28+00,35.51202821,-93.89299569,641,0,4,637,Franklin,05047,"Franklin, Arkansas, US",3618.40248377082,,,84005047,USA
-91.8172912699999,36.3817710500001,140,Arkansas,US,2020/11/12 18:27:28+00,36.38177105,-91.81729127,410,0,12,398,Fulton,05049,"Fulton, Arkansas, US",3286.04632523844,,,84005049,USA
-93.1492160399999,34.57692074,141,Arkansas,US,2020/11/12 18:27:28+00,34.57692074,-93.14921604,3018,0,82,2936,Garland,05051,"Garland, Arkansas, US",3036.64500030185,,,84005051,USA
-92.42320562,34.2901799100001,142,Arkansas,US,2020/11/12 18:27:28+00,34.29017991,-92.42320562,424,0,4,420,Grant,05053,"Grant, Arkansas, US",2321.37968792773,,,84005053,USA
-90.5583266799999,36.1173546,143,Arkansas,US,2020/11/12 18:27:28+00,36.1173546,-90.55832668,2018,0,24,1994,Greene,05055,"Greene, Arkansas, US",4452.2890237176,,,84005055,USA
